STALPBR,BKCLASS,ZIPBR,DEPSUM,MSABR,UNINUMBR,ASSET,CNTYNAMB,ADDRESBR,YEAR,STCNTYBR,DEPSUMBR,MSANAMB,CERT,CITYBR,BRNUM,ID
GA,NM,30214,80316,12060,457849.0,96162,Fayette,131 Gingercake Road,2018,13113,80316,"Atlanta-Sandy Springs-Roswell, GA",58599,Fayetteville,0,2018_58599_0
GA,NM,30525,80312,0,366230.0,103254,Rabun,550 Highway 441 South,2007,13241,80312,,57593,Clayton,0,2007_57593_0
GA,NM,31321,80310,42340,9868.0,112342,Bryan,250 West Bacon Street,2008,13029,58773,"Savannah, GA",15580,Pembroke,0,2008_15580_0
GA,NM,30833,80264,0,12987.0,90056,Jefferson,300 Broad Street,2005,13163,53082,,19163,Wrens,0,2005_19163_0
GA,NM,30401,80242,0,13195.0,89951,Emanuel,211 North Main Street,2013,13107,80242,,19389,Swainsboro,0,2013_19389_0
GA,N,31643,80237,46660,9214.0,95897,Brooks,100 East Stevens Street,2015,13027,80237,"Valdosta, GA",14731,Quitman,0,2015_14731_0
GA,NM,31030,80171,47580,6435.0,90613,Peach,222 Vineville Street,2002,13225,64463,"Warner Robins, GA",10066,Fort Valley,0,2002_10066_0
GA,NM,31204,80168,31420,457427.0,116021,Bibb,4740 Log Cabin Drive,2013,13021,35788,"Macon, GA",58584,Macon,0,2013_58584_0
GA,SM,30339,80162,12060,33247.0,1255372,Fulton,"2410 Paces Ferry Rd, 600 Pac",2003,13121,80162,"Atlanta-Sandy Springs-Roswell, GA",26535,Atlanta,0,2003_26535_0
GA,NM,30655,80148,12060,445220.0,93464,Walton,1901 West Spring Street,2011,13297,80148,"Atlanta-Sandy Springs-Roswell, GA",58274,Monroe,0,2011_58274_0
GA,NM,31029,80115,31420,122.0,87508,Monroe,1 East Main Street,2009,13207,55227,"Macon, GA",156,Forsyth,0,2009_156_0
GA,NM,30534,80110,12060,11286.0,89541,Dawson,109 Highway 53 West,1998,13085,61564,"Atlanta-Sandy Springs-Roswell, GA",17263,Dawsonville,0,1998_17263_0
GA,NM,30473,80085,0,13389.0,87472,Montgomery,Main Street and Railroad Avenue,1999,13209,26503,,19590,Uvalda,0,1999_19590_0
GA,NM,30132,80057,12060,433572.0,94348,Paulding,18 Georgia Heritage Place,2018,13223,68531,"Atlanta-Sandy Springs-Roswell, GA",58005,Dallas,0,2018_58005_0
GA,NM,31816,80030,12060,11000.0,83154,Meriwether,142 West Main Street,2022,13199,80030,"Atlanta-Sandy Springs-Alpharetta, GA",16916,Manchester,0,2022_16916_0
GA,N,31533,80022,0,47254.0,94712,Coffee,420 South Madison Avenue,2001,13069,80022,,33506,Douglas,0,2001_33506_0
GA,NM,30427,80014,0,10158.0,91679,Tattnall,205 South Main Street,2006,13267,42054,,15926,Glennville,0,2006_15926_0
GA,NM,31015,80013,0,9914.0,88299,Crisp,7th Street At 12th Avenue,1995,13081,67338,,15635,Cordele,0,1995_15635_0
GA,NM,30240,80012,0,32025.0,83617,Troup,201 Broad Street,2020,13285,53022,,25796,Lagrange,0,2020_25796_0
GA,NM,31632,79995,46660,7676.0,88291,Lowndes,120 West Main Street,2002,13185,29237,"Valdosta, GA",12079,Hahira,0,2002_12079_0
GA,N,31520,79975,15260,61188.0,86763,Glynn,710 Gloucester Street,2000,13127,63473,"Brunswick, GA",34677,Brunswick,0,2000_34677_0
GA,N,39827,79936,0,80023.0,103386,Grady,"114 1st Street, Northeast",2004,13131,79936,,35427,Cairo,0,2004_35427_0
GA,N,30092,79902,12060,32687.0,92773,Gwinnett,6170 Peachtree Parkway At Peachtree Corners,2002,13135,63334,"Atlanta-Sandy Springs-Roswell, GA",26290,Norcross,0,2002_26290_0
GA,N,30434,79897,0,1410.0,87633,Jefferson,113 Broad Street,1995,13163,49114,,2138,Louisville,0,1995_2138_0
GA,NM,31082,79885,0,13223.0,87689,Washington,123 West Haynes Street,1996,13303,52841,,19420,Sandersville,0,1996_19420_0
GA,NM,30134,79877,12060,14982.0,88748,Douglas,6157 Fairburn Road,1998,13097,62705,"Atlanta-Sandy Springs-Roswell, GA",21649,Douglasville,0,1998_21649_0
GA,NM,31816,79872,12060,11000.0,89072,Meriwether,142 West Main Street,2012,13199,79872,"Atlanta-Sandy Springs-Roswell, GA",16916,Manchester,0,2012_16916_0
GA,N,31416,79829,42340,32544.0,89071,Chatham,7393 Hodgson Memorial Drive,1996,13051,50665,"Savannah, GA",26213,Savannah,0,1996_26213_0
GA,SA,31779,79824,0,42191.0,87859,Mitchell,134 Hand Ave. W.,2010,13205,48766,,29357,Pelham,0,2010_29357_0
GA,N,30022,79815,12060,61113.0,88997,Fulton,10595 Old Alabama Rd Connect,2004,13121,79815,"Atlanta-Sandy Springs-Roswell, GA",34661,Alpharetta,0,2004_34661_0
GA,SA,31031,79803,0,54760.0,85198,Wilkinson,280 Milledgeville Hwy.,2001,13319,32448,,33904,Gordon,0,2001_33904_0
GA,N,30513,79799,0,3271.0,88442,Fannin,Depot and West First Streets,2001,13111,70751,,4927,Blue Ridge,0,2001_4927_0
GA,N,30830,79798,12260,1429.0,105955,Burke,626 Liberty Street,2010,13033,79798,"Augusta-Richmond County, GA-SC",2160,Waynesboro,0,2010_2160_0
GA,SA,30125,79785,0,43678.0,92904,Polk,120 N. Main Street,1996,13233,70510,,30844,Cedartown,0,1996_30844_0
GA,NM,30742,79773,16860,13014.0,88787,Catoosa,625 Battlefield Parkway,2003,13047,57464,"Chattanooga, TN-GA",19195,Fort Oglethorpe,0,2003_19195_0
GA,NM,31055,79765,0,145.0,96320,Telfair,200 College Street,2002,13271,50311,,183,Mc Rae,0,2002_183_0
GA,SA,30161,79753,40660,14339.0,100790,Floyd,1700 Turner Mccall Blvd.,2009,13115,58951,"Rome, GA",20761,Rome,0,2009_20761_0
GA,NM,30025,79729,12060,3890.0,87167,Walton,112 North Cherokee,2005,13297,44983,"Atlanta-Sandy Springs-Roswell, GA",5708,Social Circle,0,2005_5708_0
GA,NM,30030,79690,12060,57155.0,99571,DeKalb,1120 Commerce Drive,2003,13089,74067,"Atlanta-Sandy Springs-Roswell, GA",34392,Decatur,0,2003_34392_0
GA,SA,30223,79668,12060,44053.0,98193,Spalding,327 West Taylor Street,1997,13255,79668,"Atlanta-Sandy Springs-Roswell, GA",31219,Griffin,0,1997_31219_0
GA,N,30601,79665,12020,38856.0,89288,Clarke,220 College Avenue,1997,13059,34353,"Athens-Clarke County, GA",27143,Athens,0,1997_27143_0
GA,NM,30456,79585,12260,10476.0,87588,Burke,Main Street,2007,13033,22089,"Augusta-Richmond County, GA-SC",16288,Sardis,0,2007_16288_0
GA,NM,31055,79574,0,145.0,94880,Telfair,6 College Street,2010,13271,79574,,183,Mc Rae,0,2010_183_0
GA,SM,30339,79571,12060,33247.0,1137739,Fulton,"2410 Paces Ferry Road, 600 Paces Summit",2001,13121,79571,"Atlanta-Sandy Springs-Roswell, GA",26535,Atlanta,0,2001_26535_0
GA,NM,30328,79562,12060,439724.0,93539,Fulton,"6065 Roswell Road, Suite 110",2014,13121,79562,"Atlanta-Sandy Springs-Roswell, GA",58103,Sandy Springs,0,2014_58103_0
GA,SB,31779,79488,0,42191.0,88205,Mitchell,134 Hand Avenue,2013,13205,46484,,29357,Pelham,0,2013_29357_0
GA,SB,31779,79487,0,42191.0,89267,Mitchell,134 Hand Avenue,2015,13205,44961,,29357,Pelham,0,2015_29357_0
GA,NM,31017,79476,31420,10136.0,89096,Twiggs,959 Main St,2023,13289,79476,"Macon-Bibb County, GA",15904,Allentown,0,2023_15904_0
GA,NM,30471,79459,0,9669.0,88481,Emanuel,111 North Railroad Avenue,2003,13107,34106,,15336,Twin City,0,2003_15336_0
GA,NM,30328,79432,12060,439724.0,101873,Fulton,"6065 Roswell Road, Suite 110",2018,13121,79432,"Atlanta-Sandy Springs-Roswell, GA",58103,Sandy Springs,0,2018_58103_0
GA,NM,39842,79407,10500,558.0,95045,Terrell,201-209 Main Street,2007,13273,79407,"Albany, GA",876,Dawson,0,2007_876_0
GA,NM,30153,79396,0,45605.0,102612,Polk,129 East Elm Street,2008,13233,50229,,32739,Rockmart,0,2008_32739_0
GA,NM,30630,79372,12020,139.0,91175,Oglethorpe,Main Street,2009,13221,63000,"Athens-Clarke County, GA",175,Crawford,0,2009_175_0
GA,NM,30650,79362,12060,115.0,93079,Morgan,105 North Main Street,2000,13211,75257,"Atlanta-Sandy Springs-Roswell, GA",148,Madison,0,2000_148_0
GA,NM,31055,79359,0,145.0,95127,Telfair,6 College Street,2011,13271,79359,,183,Mc Rae,0,2011_183_0
GA,NM,30817,79339,12260,561.0,101249,Lincoln,U.S. Hwy. 378 & Ward Ave.,2006,13181,60806,"Augusta-Richmond County, GA-SC",879,Lincolnton,0,2006_879_0
GA,N,30601,79312,12020,38856.0,90878,Clarke,220 College Avenue,1998,13059,32107,"Athens-Clarke County, GA",27143,Athens,0,1998_27143_0
GA,SB,31779,79301,0,42191.0,88561,Mitchell,134 Hand Avenue,2012,13205,47143,,29357,Pelham,0,2012_29357_0
GA,N,39827,79246,0,80023.0,90944,Grady,"114 1st Street, Northeast",2003,13131,79246,,35427,Cairo,0,2003_35427_0
GA,NM,30534,79229,12060,451399.0,87061,Dawson,70 Carlisle Road,2017,13085,67364,"Atlanta-Sandy Springs-Roswell, GA",58421,Dawsonville,0,2017_58421_0
GA,NM,30162,79158,40660,13509.0,98782,Floyd,307 East 2nd Avenue,1999,13115,56367,"Rome, GA",19713,Rome,0,1999_19713_0
GA,NM,30401,79112,0,13195.0,94465,Emanuel,211 North Main Street,2004,13107,73574,,19389,Swainsboro,0,2004_19389_0
GA,NM,30410,79109,0,13298.0,87154,Montgomery,Lee and Gum Streets,1998,13209,21947,,19498,Ailey,0,1998_19498_0
GA,NM,31510,79056,0,9967.0,89006,Bacon,501 West 12th Street,2006,13005,63245,,15699,Alma,0,2006_15699_0
GA,SB,30752,79042,16860,38968.0,89974,Dade,12255 South Main Street,2012,13083,59049,"Chattanooga, TN-GA",27153,Trenton,0,2012_27153_0
GA,NM,30642,79007,0,3891.0,99550,Greene,202-A South Main Street,2009,13133,59255,,5709,Greensboro,0,2009_5709_0
GA,NM,31029,79006,31420,122.0,87053,Monroe,1 East Main Street,2013,13207,58087,"Macon, GA",156,Forsyth,0,2013_156_0
GA,NM,30241,78947,0,462440.0,93834,Troup,101 Calumet Center Road,2010,13285,71039,,58670,Lagrange,0,2010_58670_0
GA,N,30501,78886,23580,358075.0,88173,Hall,807 Dorsey Street,2013,13139,78886,"Gainesville, GA",57123,Gainesville,0,2013_57123_0
GA,N,31558,78871,0,40324.0,102899,Camden,2509 Osborne Road,2001,13039,63852,,27544,St. Marys,0,2001_27544_0
GA,NM,30741,78868,16860,12804.0,89010,Walker,316 Chickamauga Avenue,1997,13295,69728,"Chattanooga, TN-GA",18959,Rossville,0,1997_18959_0
GA,NM,31096,78851,0,3883.0,83209,Johnson,156 N Bradford St,2023,13167,78851,,5699,Wrightsville,0,2023_5699_0
GA,NM,39819,78832,0,15088.0,103493,Decatur,400 West Shotwell Street,2004,13087,78832,,21784,Bainbridge,0,2004_21784_0
GA,NM,31639,78803,0,10166.0,91993,Berrien,301 South Davis Street,2001,13019,76658,,15934,Nashville,0,2001_15934_0
GA,NM,30188,78802,12060,443123.0,99451,Cherokee,"10917 Highway 92, Suite 130",2008,13057,77302,"Atlanta-Sandy Springs-Roswell, GA",58226,Woodstock,0,2008_58226_0
GA,N,30208,78763,12060,57784.0,88005,Rockdale,1000 Georgia Highway 138,2001,13247,64268,"Atlanta-Sandy Springs-Roswell, GA",34506,Conyers,0,2001_34506_0
GA,N,31643,78748,46660,9214.0,94892,Brooks,100 East Stevens Street,2016,13027,78748,"Valdosta, GA",14731,Quitman,0,2016_14731_0
GA,NM,31510,78731,0,9967.0,86844,Bacon,501 West 12th Street,2014,13005,60623,,15699,Alma,0,2014_15699_0
GA,NM,31032,78720,31420,5400.0,89590,Jones,Atlanta Highway,1996,13169,70848,"Macon, GA",8486,Gray,0,1996_8486_0
GA,N,30720,78718,19140,75646.0,92313,Whitfield,210-214 West Morris Street,2004,13313,78718,"Dalton, GA",35173,Dalton,0,2004_35173_0
GA,NM,31510,78698,0,9967.0,87579,Bacon,501 West 12th Street,2012,13005,60598,,15699,Alma,0,2012_15699_0
GA,NM,30630,78667,12020,139.0,87812,Oglethorpe,Main Street,2006,13221,65008,"Athens-Clarke County, GA",175,Crawford,0,2006_175_0
GA,NM,31204,78650,31420,457427.0,112274,Bibb,4740 Log Cabin Drive,2011,13021,48690,"Macon, GA",58584,Macon,0,2011_58584_0
GA,NM,30344,78637,12060,39103.0,93302,Fulton,2833 Main Street,1996,13121,50705,"Atlanta-Sandy Springs-Roswell, GA",27200,East Point,0,1996_27200_0
GA,N,31728,78620,0,13258.0,93485,Grady,"First Street and First Avenue, N.E.",1996,13131,51103,,19457,Cairo,0,1996_19457_0
GA,NM,30411,78580,0,10426.0,91745,Wheeler,313 W. Main St.,2015,13309,38466,,16228,Alamo,0,2015_16228_0
GA,SA,30223,78573,12060,44053.0,93964,Spalding,327 West Taylor Street,1996,13255,78573,"Atlanta-Sandy Springs-Roswell, GA",31219,Griffin,0,1996_31219_0
GA,NM,31520,78546,15260,10471.0,87196,Glynn,1500 Newcastle Street,2015,13127,52253,"Brunswick, GA",16283,Brunswick,0,2015_16283_0
GA,NM,30630,78513,12020,139.0,89640,Oglethorpe,Main Street,2008,13221,64019,"Athens-Clarke County, GA",175,Crawford,0,2008_175_0
GA,NM,31510,78513,0,9967.0,86642,Bacon,501 West 12th Street,2015,13005,60455,,15699,Alma,0,2015_15699_0
GA,N,30204,78465,12060,1395.0,90305,Lamar,315 Thomaston Street,1999,13171,78465,"Atlanta-Sandy Springs-Roswell, GA",2119,Barnesville,0,1999_2119_0
GA,NM,30132,78462,12060,433572.0,85990,Paulding,18 Georgia Heritage Place,2009,13223,60548,"Atlanta-Sandy Springs-Roswell, GA",58005,Dallas,0,2009_58005_0
GA,NM,31023,78454,0,559.0,89775,Dodge,200 South Oak Street,1998,13091,70067,,877,Eastman,0,1998_877_0
GA,N,31201,78423,31420,39687.0,91084,Bibb,700 Walnut Street,1995,13021,37830,"Macon, GA",27367,Macon,0,1995_27367_0
GA,NM,31622,78409,0,121.0,90930,Berrien,N/S Railroad Street,2008,13019,21753,,155,Alapaha,0,2008_155_0
GA,NM,31639,78405,0,10166.0,89449,Berrien,301 South Davis Street,2000,13019,75882,,15934,Nashville,0,2000_15934_0
GA,NM,31009,78395,0,13516.0,99787,Laurens,Burch Street,2001,13175,12973,,19720,Cadwell,0,2001_19720_0
GA,NM,31750,78392,0,56308.0,89587,Ben Hill,103 West Roanoke Drive,2006,13017,78392,,34160,Fitzgerald,0,2006_34160_0
GA,SA,30327,78375,12060,73851.0,87057,Fulton,2060 Mt. Paran Road,2003,13121,78375,"Atlanta-Sandy Springs-Roswell, GA",35027,Atlanta,0,2003_35027_0
GA,SA,31779,78336,0,42191.0,86479,Mitchell,134 Hand Avenue,2011,13205,46370,,29357,Pelham,0,2011_29357_0
GA,NM,30025,78330,12060,3890.0,85073,Walton,112 North Cherokee,2004,13297,45823,"Atlanta-Sandy Springs-Roswell, GA",5708,Social Circle,0,2004_5708_0
GA,NM,31023,78317,0,10891.0,92214,Dodge,Main Street,2000,13091,59264,,16780,Eastman,0,2000_16780_0
GA,NM,31510,78299,0,9967.0,86711,Bacon,501 West 12th Street,2013,13005,60290,,15699,Alma,0,2013_15699_0
GA,NM,31501,78298,0,39342.0,90021,Ware,501 Tebeau Street,2002,13299,78298,,27254,Waycross,0,2002_27254_0
GA,NM,30721,78297,19140,56259.0,90910,Whitfield,118 North Hamilton Street,2003,13313,68306,"Dalton, GA",34116,Dalton,0,2003_34116_0
GA,N,30830,78274,12260,1429.0,103075,Burke,Liberty Street,2009,13033,78274,"Augusta-Richmond County, GA-SC",2160,Waynesboro,0,2009_2160_0
GA,NM,31516,78244,0,10658.0,88829,Pierce,Main Street,1997,13229,54295,,16498,Blackshear,0,1997_16498_0
GA,N,31643,78197,46660,9214.0,94455,Brooks,100 East Stevens Street,2006,13027,78197,"Valdosta, GA",14731,Quitman,0,2006_14731_0
GA,SA,31643,78188,46660,42557.0,102654,Brooks,602 E. Screven St.,2004,13027,55311,"Valdosta, GA",29723,Quitman,0,2004_29723_0
GA,NM,30642,78147,0,3891.0,96050,Greene,202-A South Main Street,2013,13133,60955,,5709,Greensboro,0,2013_5709_0
GA,NM,30540,78122,0,3873.0,86434,Gilmer,5 Broad Street,2001,13123,64727,,5688,Ellijay,0,2001_5688_0
GA,NM,31022,78089,0,5804.0,87761,Laurens,Second Street,1999,13175,25962,,9068,Dudley,0,1999_9068_0
GA,NM,30214,78079,12060,141.0,97679,Fayette,710 North Glynn Street,2008,13113,12671,"Atlanta-Sandy Springs-Roswell, GA",178,Fayetteville,0,2008_178_0
GA,SA,30236,78045,12060,43680.0,98977,Clayton,101 N. Main St.,1997,13063,45790,"Atlanta-Sandy Springs-Roswell, GA",30846,Jonesboro,0,1997_30846_0
GA,NM,30417,78023,0,10068.0,87739,Evans,121 West Main Street,2000,13109,69654,,15826,Claxton,0,2000_15826_0
GA,SA,31779,78021,0,42191.0,85870,Mitchell,134 Hand Ave. W.,2008,13205,48391,,29357,Pelham,0,2008_29357_0
GA,NM,30501,77958,23580,468984.0,110268,Hall,643 E. E. Butler Parkway,2014,13139,77958,"Gainesville, GA",58810,Gainesville,0,2014_58810_0
GA,NM,30427,77950,0,5915.0,88602,Tattnall,Main Street,1999,13267,77950,,9244,Glennville,0,1999_9244_0
GA,NM,30340,77941,12060,73820.0,85302,DeKalb,5593 Buford Highway,2004,13089,77941,"Atlanta-Sandy Springs-Roswell, GA",34998,Doraville,0,2004_34998_0
GA,NM,30439,77936,0,9634.0,97127,Candler,2 Southeast Broad Street,1997,13043,77936,,15292,Metter,0,1997_15292_0
GA,SA,31513,77900,0,42164.0,94706,Appling,219 E. Parker St.,1995,13001,43486,,29330,Baxley,0,1995_29330_0
GA,NM,30642,77899,0,3891.0,88623,Greene,202-A South Main Street,2007,13133,60761,,5709,Greensboro,0,2007_5709_0
GA,NM,31909,77899,17980,445677.0,90202,Muscogee,5604 Whittlesey Blvd,2010,13215,77899,"Columbus, GA-AL",58299,Columbus,0,2010_58299_0
GA,NM,30059,77876,12060,35383.0,89788,Cobb,"620 Fontaine Road, S.W.",1997,13067,59865,"Atlanta-Sandy Springs-Roswell, GA",26651,Mableton,0,1997_26651_0
GA,NM,31082,77844,0,1423.0,88295,Washington,216 North Harris Street,2000,13303,73610,,2154,Sandersville,0,2000_2154_0
GA,NM,31017,77822,31420,10136.0,88886,Twiggs,959 Main St,2025,13289,77822,"Macon-Bibb County, GA",15904,Allentown,0,2025_15904_0
GA,NM,39828,77803,0,5397.0,92927,Grady,201 South Broad Street,2006,13131,70640,,8483,Cairo,0,2006_8483_0
GA,NM,31714,77797,0,5106.0,95227,Turner,500 East Washington Avenue,1997,13287,66017,,8023,Ashburn,0,1997_8023_0
GA,NM,39845,77788,0,78225.0,91607,Seminole,113-115 West Second Street,2010,13253,58687,,35319,Donalsonville,0,2010_35319_0
GA,NM,30240,77786,0,32025.0,81174,Troup,201 Broad Street,2022,13285,50319,,25796,Lagrange,0,2022_25796_0
GA,NM,30201,77764,12060,32082.0,84454,Fulton,300 South Main Street,1996,13121,53161,"Atlanta-Sandy Springs-Roswell, GA",25847,Alpharetta,0,1996_25847_0
GA,NM,30642,77740,0,3891.0,99551,Greene,202-A South Main Street,2016,13133,61300,,5709,Greensboro,0,2016_5709_0
GA,NM,30553,77726,0,10018.0,88519,Franklin,69 Augusta Road,1997,13119,43629,,15771,Lavonia,0,1997_15771_0
GA,SA,31632,77683,46660,10440.0,114017,Lowndes,110 W. Main St.,2005,13185,12224,"Valdosta, GA",16246,Hahira,0,2005_16246_0
GA,SA,30752,77671,16860,38968.0,87964,Dade,12255 South Main Street,2010,13083,57487,"Chattanooga, TN-GA",27153,Trenton,0,2010_27153_0
GA,NM,30445,77663,0,5109.0,89100,Montgomery,101 Railroad Avenue,2006,13209,42653,,8028,Mount Vernon,0,2006_8028_0
GA,NM,30742,77618,16860,13014.0,88870,Catoosa,625 Battlefield Parkway,2001,13047,55889,"Chattanooga, TN-GA",19195,Fort Oglethorpe,0,2001_19195_0
GA,NM,31017,77616,31420,10136.0,87136,Twiggs,959 Main St,2022,13289,77616,"Macon-Bibb County, GA",15904,Allentown,0,2022_15904_0
GA,NM,30427,77581,0,5915.0,88317,Tattnall,Main Street,2000,13267,77581,,9244,Glennville,0,2000_9244_0
GA,NM,30513,77530,0,35847.0,86075,Fannin,Depot and Main Street,1994,13111,57803,,26733,Blue Ridge,0,1994_26733_0
GA,N,30188,77480,12060,45547.0,85362,Cherokee,9860 Highway 92,1997,13057,55240,"Atlanta-Sandy Springs-Roswell, GA",32711,Woodstock,0,1997_32711_0
GA,NM,31816,77467,12060,11000.0,82077,Meriwether,142 West Main Street,2021,13199,77467,"Atlanta-Sandy Springs-Alpharetta, GA",16916,Manchester,0,2021_16916_0
GA,SA,30642,77447,0,10593.0,91778,Greene,200 Northeast Street,1997,13133,39211,,16418,Greensboro,0,1997_16418_0
GA,NM,31730,77443,0,11221.0,96232,Mitchell,50 East Broad Street,2010,13205,76099,,17190,Camilla,0,2010_17190_0
GA,NM,31775,77423,0,13883.0,85412,Tift,Oak Street and U.S. Highway 319,1994,13277,18906,,20198,Omega,0,1994_20198_0
GA,NM,31204,77421,31420,457427.0,114676,Bibb,4740 Log Cabin Drive,2012,13021,39420,"Macon, GA",58584,Macon,0,2012_58584_0
GA,N,30092,77412,12060,32687.0,88414,Gwinnett,6170 Peachtree Parkway At Peachtree Corners,2000,13135,62293,"Atlanta-Sandy Springs-Roswell, GA",26290,Norcross,0,2000_26290_0
GA,N,30024,77388,12060,56252.0,84485,Gwinnett,505 Peachtree Industrial Boulevard,2000,13135,77388,"Atlanta-Sandy Springs-Roswell, GA",34110,Suwanee,0,2000_34110_0
GA,N,30305,77302,12060,59047.0,110010,Fulton,"3490 Piedmont Rd, Suite 900",2004,13121,77302,"Atlanta-Sandy Springs-Roswell, GA",34540,Atlanta,0,2004_34540_0
GA,N,30092,77294,12060,32687.0,89463,Gwinnett,6170 Peachtree Parkway At Peachtree Corners,2001,13135,61675,"Atlanta-Sandy Springs-Roswell, GA",26290,Norcross,0,2001_26290_0
GA,N,30705,77245,19140,15342.0,90942,Murray,701 North 3rd Avenue,1998,13213,68981,"Dalton, GA",22092,Chatsworth,0,1998_22092_0
GA,NM,30345,77231,12060,466527.0,90433,DeKalb,"2300 Henderson Mill Road, Ne Suite 100",2012,13089,77231,"Atlanta-Sandy Springs-Roswell, GA",58750,Atlanta,0,2012_58750_0
GA,NM,31009,77115,0,13516.0,88837,Laurens,Burch Street,2000,13175,12412,,19720,Cadwell,0,2000_19720_0
GA,N,30005,77110,12060,462873.0,121784,Fulton,3651 Old Milton Parkway,2013,13121,77110,"Atlanta-Sandy Springs-Roswell, GA",58687,Alpharetta,0,2013_58687_0
GA,NM,30630,77103,12020,139.0,87738,Oglethorpe,Main Street,2007,13221,62042,"Athens-Clarke County, GA",175,Crawford,0,2007_175_0
GA,SA,30339,77081,12060,61193.0,84409,Cobb,"2410 Paces Ferry Road, Suite 190",2001,13067,77081,"Atlanta-Sandy Springs-Roswell, GA",34682,Atlanta,0,2001_34682_0
GA,NM,31510,77079,0,9967.0,87901,Bacon,501 West 12th Street,2008,13005,61663,,15699,Alma,0,2008_15699_0
GA,NM,30701,77065,0,39007.0,85805,Gordon,135 Bryant Parkway,1994,13129,77065,,27173,Calhoun,0,1994_27173_0
GA,N,30506,77032,23580,40343.0,86881,Hall,854 Washington Street,1997,13139,51686,"Gainesville, GA",27561,Gainesville,0,1997_27561_0
GA,NM,31023,77018,0,13586.0,87350,Dodge,5510 Oak Street,2007,13091,56039,,19792,Eastman,0,2007_19792_0
GA,NM,31510,76987,0,9967.0,87538,Bacon,501 West 12th Street,2007,13005,61590,,15699,Alma,0,2007_15699_0
GA,NM,30141,76983,12060,38996.0,83521,Paulding,1784 Atlanta Highway,1997,13223,64753,"Atlanta-Sandy Springs-Roswell, GA",27163,Hiram,0,1997_27163_0
GA,NM,30107,76981,12060,120.0,85170,Cherokee,State Highway 5 & Cartersville St.,1994,13057,26847,"Atlanta-Sandy Springs-Roswell, GA",153,Ball Ground,0,1994_153_0
GA,NM,30417,76919,0,10068.0,86060,Evans,121 West Main Street,1999,13109,65733,,15826,Claxton,0,1999_15826_0
GA,NM,30742,76907,16860,13014.0,85581,Catoosa,625 Battlefield Parkway,1999,13047,55943,"Chattanooga, TN-GA",19195,Fort Oglethorpe,0,1999_19195_0
GA,NM,30132,76907,12060,433572.0,87592,Paulding,18 Georgia Heritage Place,2017,13223,66205,"Atlanta-Sandy Springs-Roswell, GA",58005,Dallas,0,2017_58005_0
GA,NM,39823,76885,0,10057.0,89075,Early,12347 Columbia Street,2013,13099,52770,,15813,Blakely,0,2013_15813_0
GA,NM,31023,76884,0,10891.0,94987,Dodge,Main Street,1999,13091,61144,,16780,Eastman,0,1999_16780_0
GA,NM,30249,76870,12060,10651.0,89492,Walton,4581 Atlanta Road,1999,13297,76870,"Atlanta-Sandy Springs-Roswell, GA",16490,Loganville,0,1999_16490_0
GA,NM,31745,76812,0,42199.0,105792,Seminole,200 South Morris Avenue,1998,13253,43046,,29365,Donalsonville,0,1998_29365_0
GA,NM,31539,76790,0,116.0,89207,Jeff Davis,22 South Tallahassee Street,2010,13161,66687,,149,Hazlehurst,0,2010_149_0
GA,NM,30742,76723,16860,13014.0,89312,Catoosa,625 Battlefield Parkway,2002,13047,55994,"Chattanooga, TN-GA",19195,Fort Oglethorpe,0,2002_19195_0
GA,NM,31029,76687,31420,122.0,82485,Monroe,1 East Main Street,2005,13207,58772,"Macon, GA",156,Forsyth,0,2005_156_0
GA,N,31643,76671,46660,9214.0,93631,Brooks,100 East Stevens Street,2008,13027,76671,"Valdosta, GA",14731,Quitman,0,2008_14731_0
GA,NM,31730,76663,0,6440.0,87119,Mitchell,21 North Harney Street,2011,13205,76663,,10072,Camilla,0,2011_10072_0
GA,NM,30680,76661,12060,463471.0,92477,Barrow,94 West Athens Street,2010,13013,76661,"Atlanta-Sandy Springs-Roswell, GA",58711,Winder,0,2010_58711_0
GA,N,39818,76655,0,419971.0,90332,Decatur,819 E. Shotwell Street,2008,13087,76655,,57694,Bainbridge,0,2008_57694_0
GA,NM,31297,76641,31420,39435.0,84564,Bibb,501 Walnut Street,1994,13021,57965,"Macon, GA",27288,Macon,0,1994_27288_0
GA,NM,30577,76632,0,7210.0,87189,Stephens,Alexander and Doyle Streets,1995,13257,62360,,11296,Toccoa,0,1995_11296_0
GA,NM,30240,76615,0,32025.0,84567,Troup,201 Broad Street,2003,13285,52869,,25796,LA Grange,0,2003_25796_0
GA,NM,30103,76589,12060,433263.0,88978,Bartow,7741 Adairsville Highway,2007,13015,64018,"Atlanta-Sandy Springs-Roswell, GA",57994,Adairsville,0,2007_57994_0
GA,NM,31737,76584,0,14733.0,87517,Miller,203 Crawford Street,2001,13201,37402,,21292,Colquitt,0,2001_21292_0
GA,N,30022,76580,12060,61322.0,90893,Fulton,"7855 Northpoint Parkway, Suite 200",2001,13121,76580,"Atlanta-Sandy Springs-Roswell, GA",34718,Alpharetta,0,2001_34718_0
GA,NM,31030,76566,47580,6435.0,86820,Peach,222 Vineville Street,2000,13225,62144,"Warner Robins, GA",10066,Fort Valley,0,2000_10066_0
