STALPBR,BKCLASS,ZIPBR,DEPSUM,MSABR,UNINUMBR,ASSET,CNTYNAMB,ADDRESBR,YEAR,STCNTYBR,DEPSUMBR,MSANAMB,CERT,CITYBR,BRNUM,ID
GA,NM,30471,196458,0,9669.0,231013,Emanuel,111 N Railroad Ave,2021,13107,61881,,15336,Twin City,0,2021_15336_0
GA,NM,31721,196376,10500,438888.0,226132,Dougherty,2910 Meredyth Drive,2019,13095,196376,"Albany, GA",58074,Albany,0,2019_58074_0
GA,NM,30328,196370,12060,360323.0,223997,Fulton,"5660 New Northside Drive, #",2006,13121,196370,"Atlanta-Sandy Springs-Roswell, GA",57264,Atlanta,0,2006_57264_0
GA,NM,31750,196348,0,56308.0,220440,Ben Hill,102 West Roanoke Drive,2021,13017,196348,,34160,Fitzgerald,0,2021_34160_0
GA,N,30655,196295,12060,8776.0,236511,Walton,140 East Washington Street,2005,13297,99789,"Atlanta-Sandy Springs-Roswell, GA",14039,Monroe,0,2005_14039_0
GA,SA,30014,196009,12060,42344.0,258816,Newton,3175 Highway 278,2008,13217,152636,"Atlanta-Sandy Springs-Roswell, GA",29510,Covington,0,2008_29510_0
GA,NM,30013,195847,12060,440158.0,213206,Rockdale,895 Iris Drive,2011,13247,168264,"Atlanta-Sandy Springs-Roswell, GA",58125,Conyers,0,2011_58125_0
GA,NM,31061,195800,0,126.0,222918,Baldwin,250 West Hancock Street,2012,13009,114720,,160,Milledgeville,0,2012_160_0
GA,NM,30606,195785,12020,622032.0,221420,Clarke,2365 W Broad St,2024,13059,195785,"Athens-Clarke County, GA",59219,Athens,0,2024_59219_0
GA,NM,30628,195573,12020,429675.0,238875,Madison,5536 Georgia Highway 72,2018,13195,12830,"Athens-Clarke County, GA",57898,Colbert,0,2018_57898_0
GA,NM,31032,195555,31420,360191.0,230228,Jones,110 Highway 18 Connector,2010,13169,127751,"Macon, GA",57256,Gray,0,2010_57256_0
GA,NM,30328,195470,12060,439724.0,221789,Fulton,"6065 Roswell Road, Suite 110",2010,13121,76421,"Atlanta-Sandy Springs-Roswell, GA",58103,Sandy Springs,0,2010_58103_0
GA,NM,31827,195426,17980,135.0,215075,Talbot,26 W Monroe St,2025,13263,55733,"Columbus, GA-AL",170,Talbotton,0,2025_170_0
GA,NM,30340,195392,12060,73820.0,241638,DeKalb,5593 Buford Highway,2008,13089,102081,"Atlanta-Sandy Springs-Roswell, GA",34998,Doraville,0,2008_34998_0
GA,N,30114,195366,12060,74925.0,225227,Cherokee,1275 Riverstone Parkway,2009,13057,140128,"Atlanta-Sandy Springs-Roswell, GA",35136,Canton,0,2009_35136_0
GA,NM,31525,195262,15260,363663.0,229986,Glynn,3024 Cypress Mill Road,2008,13127,113159,"Brunswick, GA",57440,Brunswick,0,2008_57440_0
GA,SA,31833,195040,0,43554.0,942280,Troup,600 3rd Ave,2001,13285,104800,,30720,West Point,0,2001_30720_0
GA,SB,30014,195014,12060,42344.0,236089,Newton,3175 Highway 278,2012,13217,137325,"Atlanta-Sandy Springs-Roswell, GA",29510,Covington,0,2012_29510_0
GA,NM,30126,194935,12060,35383.0,269753,Cobb,"620 Fontaine Road, S.W.",2003,13067,122796,"Atlanta-Sandy Springs-Roswell, GA",26651,Mableton,0,2003_26651_0
GA,NM,31014,194913,0,555.0,220267,Bleckley,112 E Beech Street,2012,13023,102079,,872,Cochran,0,2012_872_0
GA,SA,30642,194649,0,10593.0,230730,Greene,200 Northeast Street,2005,13133,80751,,16418,Greensboro,0,2005_16418_0
GA,N,30655,194644,12060,8776.0,248273,Walton,140 East Washington Street,2008,13297,103374,"Atlanta-Sandy Springs-Roswell, GA",14039,Monroe,0,2008_14039_0
GA,N,31708,194556,10500,73853.0,237870,Dougherty,2815 Meredyth Drive,2006,13095,181238,"Albany, GA",35029,Albany,0,2006_35029_0
GA,NM,31061,194507,0,114.0,219581,Baldwin,141 South Wayne Street,2014,13009,151528,,147,Milledgeville,0,2014_147_0
GA,NM,31022,194383,0,5804.0,218899,Laurens,1448 Second Street,2017,13175,36185,,9068,Dudley,0,2017_9068_0
GA,NM,31520,194250,15260,10471.0,211691,Glynn,1500 Newcastle St,2023,13127,145879,"Brunswick-St. Simons, GA",16283,Brunswick,0,2023_16283_0
GA,NM,30427,194207,0,45366.0,217952,Tattnall,401 S Veterans Blvd,2024,13267,92157,,32532,Glennville,0,2024_32532_0
GA,NM,30546,194175,0,6426.0,256895,Towns,20 Main Street,2004,13281,131403,,10054,Hiawassee,0,2004_10054_0
GA,NM,31024,194107,0,10364.0,216178,Putnam,209 South Jefferson Street,2022,13237,129893,,16152,Eatonton,0,2022_16152_0
GA,NM,30523,194061,0,118.0,253566,Habersham,201 North Washington Street,1997,13137,84145,,151,Clarkesville,0,1997_151_0
GA,N,30269,194022,12060,35980.0,241617,Fayette,2603 Highway 54 West,2007,13113,92157,"Atlanta-Sandy Springs-Roswell, GA",26805,Peachtree City,0,2007_26805_0
GA,NM,30240,194012,0,10088.0,257123,Troup,200 North Greenwood Street,2007,13285,130054,,15848,LA Grange,0,2007_15848_0
GA,N,30144,194000,12060,46450.0,488307,Cobb,225 Chastain Meadows Court,2000,13067,194000,"Atlanta-Sandy Springs-Roswell, GA",33209,Kennesaw,0,2000_33209_0
GA,NM,31061,193768,0,126.0,227099,Baldwin,250 West Hancock Street,2010,13009,114969,,160,Milledgeville,0,2010_160_0
GA,NM,30427,193687,0,45366.0,213229,Tattnall,401 S Veterans Blvd,2022,13267,96771,,32532,Glennville,0,2022_32532_0
GA,NM,31082,193618,0,13223.0,219587,Washington,132 South Harris Street,2017,13303,122268,,19420,Sandersville,0,2017_19420_0
GA,NM,30427,193573,0,45366.0,214289,Tattnall,401 S Veterans Blvd,2023,13267,91465,,32532,Glennville,0,2023_32532_0
GA,NM,30650,193525,12060,115.0,226415,Morgan,133 North Main Street,2019,13211,125129,"Atlanta-Sandy Springs-Alpharetta, GA",148,Madison,0,2019_148_0
GA,SB,31601,193502,46660,41998.0,251993,Lowndes,411 N Patterson St,2025,13185,50924,"Valdosta, GA",29164,Valdosta,0,2025_29164_0
GA,NM,30281,193443,0,13354.0,205094,Calhoun,280 Country Club Drive,2010,13037,180116,,19554,Stockbridge,0,2010_19554_0
GA,N,30655,193413,12060,8776.0,253982,Walton,140 East Washington Street,2007,13297,100561,"Atlanta-Sandy Springs-Roswell, GA",14039,Monroe,0,2007_14039_0
GA,NM,31032,193369,31420,5400.0,216362,Jones,282 West Clinton Street,2002,13169,193369,"Macon, GA",8486,Gray,0,2002_8486_0
GA,NM,31321,193351,42340,9868.0,202715,Bryan,250 W Bacon St,2024,13029,157195,"Savannah, GA",15580,Pembroke,0,2024_15580_0
GA,NM,31313,193301,25980,155.0,218194,Liberty,300 South Main Street,1999,13179,132923,"Hinesville, GA",193,Hinesville,0,1999_193_0
GA,NM,31061,193299,0,114.0,215272,Baldwin,141 South Wayne Street,2010,13009,155262,,147,Milledgeville,0,2010_147_0
GA,NM,30236,193182,12060,43680.0,210519,Clayton,101 North Main Street,2000,13063,55251,"Atlanta-Sandy Springs-Roswell, GA",30846,Jonesboro,0,2000_30846_0
GA,NM,31014,193150,0,555.0,228743,Bleckley,112 E Beech Street,2020,13023,93181,,872,Cochran,0,2020_872_0
GA,NM,31204,193107,31420,457427.0,230411,Bibb,4740 Log Cabin Drive,2022,13021,55804,"Macon-Bibb County, GA",58584,Macon,0,2022_58584_0
GA,SA,30577,193101,0,42345.0,219957,Stephens,2859 Hwy 17 Alternate,2010,13257,98440,,29511,Toccoa,0,2010_29511_0
GA,NM,30188,193085,12060,357864.0,215152,Cherokee,155 Towne Lake Parkway,2008,13057,193085,"Atlanta-Sandy Springs-Roswell, GA",57105,Woodstock,0,2008_57105_0
GA,NM,30705,193021,19140,7450.0,237660,Murray,211 Third Avenue,2006,13213,85857,"Dalton, GA",11660,Chatsworth,0,2006_11660_0
GA,NM,31023,192750,0,559.0,215615,Dodge,130 Oak Street,2012,13091,101985,,877,Eastman,0,2012_877_0
GA,NM,30606,192695,12020,622032.0,211543,Clarke,2365 W Broad St,2022,13059,192695,"Athens-Clarke County, GA",59219,Athens,0,2022_59219_0
GA,N,30655,192616,12060,8776.0,240055,Walton,140 East Washington Street,2004,13297,103054,"Atlanta-Sandy Springs-Roswell, GA",14039,Monroe,0,2004_14039_0
GA,NM,30310,192449,12060,55107.0,213190,Fulton,"562 Lee Street, S.W.",2005,13121,137571,"Atlanta-Sandy Springs-Roswell, GA",33938,Atlanta,0,2005_33938_0
GA,NM,30013,192378,12060,440158.0,225561,Rockdale,895 Iris Drive,2009,13247,145418,"Atlanta-Sandy Springs-Roswell, GA",58125,Conyers,0,2009_58125_0
GA,NM,30427,192341,0,5915.0,218591,Tattnall,102 East Barnard Street,2016,13267,116521,,9244,Glennville,0,2016_9244_0
GA,SA,30309,192234,12060,45196.0,257481,Fulton,"1349 W. Peachtree St., Suite 100",2009,13121,101637,"Atlanta-Sandy Springs-Roswell, GA",32362,Atlanta,0,2009_32362_0
GA,NM,30058,192086,12060,138.0,208588,DeKalb,3065 Stone Mountain Street,2005,13089,76834,"Atlanta-Sandy Springs-Roswell, GA",173,Lithonia,0,2005_173_0
GA,SB,30327,192073,12060,73851.0,225135,Fulton,"2060 Mount Paran Road, Northwest, Suite 100",2020,13121,81662,"Atlanta-Sandy Springs-Alpharetta, GA",35027,Atlanta,0,2020_35027_0
GA,NM,31702,191981,10500,13925.0,216331,Dougherty,401 Pine Avenue,1998,13095,102143,"Albany, GA",20246,Albany,0,1998_20246_0
GA,NM,30705,191960,19140,7450.0,223437,Murray,211 Third Avenue,2003,13213,84988,"Dalton, GA",11660,Chatsworth,0,2003_11660_0
GA,NM,30040,191941,12060,56988.0,230621,Forsyth,651 Veterans Memorial Boulevard,2008,13117,137438,"Atlanta-Sandy Springs-Roswell, GA",34229,Cumming,0,2008_34229_0
GA,NM,30705,191906,19140,7450.0,253227,Murray,211 Third Avenue,2004,13213,92682,"Dalton, GA",11660,Chatsworth,0,2004_11660_0
GA,NM,31702,191857,10500,13925.0,268635,Dougherty,401 Pine Avenue,2001,13095,99070,"Albany, GA",20246,Albany,0,2001_20246_0
GA,NM,30134,191817,12060,38655.0,244071,Douglas,6500 East Church Street,2005,13097,154919,"Atlanta-Sandy Springs-Roswell, GA",27056,Douglasville,0,2005_27056_0
GA,NM,30339,191817,12060,356828.0,247887,Fulton,6190 Powers Ferry Road,2010,13121,139762,"Atlanta-Sandy Springs-Roswell, GA",57071,Atlanta,0,2010_57071_0
GA,NM,30501,191548,23580,431466.0,218593,Hall,325 Washington Street,2018,13139,191548,"Gainesville, GA",57923,Gainesville,0,2018_57923_0
GA,SB,31603,191404,46660,10440.0,229519,Lowndes,3462 North Valdosta Road,2018,13185,88675,"Valdosta, GA",16246,Valdosta,0,2018_16246_0
GA,NM,30534,191317,12060,364420.0,239080,Dawson,6602 Highway 53 East,2007,13085,75017,"Atlanta-Sandy Springs-Roswell, GA",57507,Dawsonville,0,2007_57507_0
GA,SB,31603,191239,46660,10440.0,230462,Lowndes,3462 North Valdosta Road,2019,13185,86077,"Valdosta, GA",16246,Valdosta,0,2019_16246_0
GA,NM,30523,191155,0,440470.0,216247,Habersham,111 Southern Bank Drive,2019,13137,128430,,58143,Clarkesville,0,2019_58143_0
GA,NM,31313,191136,25980,155.0,223353,Liberty,300 South Main Street,2002,13179,124733,"Hinesville, GA",193,Hinesville,0,2002_193_0
GA,NM,30677,191080,12020,12064.0,224683,Oconee,Main Street,2002,13219,141592,"Athens-Clarke County, GA",18143,Watkinsville,0,2002_18143_0
GA,NM,31022,191042,0,5804.0,219818,Laurens,1448 Second Street,2019,13175,31543,,9068,Dudley,0,2019_9068_0
GA,NM,39823,191036,0,9798.0,229161,Early,218 South Main Street,2005,13099,57235,,15496,Blakely,0,2005_15496_0
GA,SA,30474,190998,0,42606.0,217011,Toombs,300 Jackson Street,2011,13279,148245,,29772,Vidalia,0,2011_29772_0
GA,NM,31708,190989,10500,73853.0,228259,Dougherty,2815 Meredyth Drive,2020,13095,183608,"Albany, GA",35029,Albany,0,2020_35029_0
GA,NM,30214,190853,12060,76808.0,233484,Fayette,525 North Jeff Davis Drive,2004,13113,174344,"Atlanta-Sandy Springs-Roswell, GA",35251,Fayetteville,0,2004_35251_0
GA,NM,31061,190797,0,5108.0,220548,Baldwin,150 West Green Street,1998,13009,92016,,8027,Milledgeville,0,1998_8027_0
GA,NM,30339,190764,12060,364748.0,327477,Cobb,"3625 Cumberland Boulevard, Building Two",2009,13067,143029,"Atlanta-Sandy Springs-Roswell, GA",57521,Atlanta,0,2009_57521_0
GA,NM,31014,190757,0,555.0,219755,Bleckley,112 E Beech Street,2013,13023,99686,,872,Cochran,0,2013_872_0
GA,NM,30040,190719,12060,56988.0,222113,Forsyth,651 Veterans Memorial Boulevard,2011,13117,131207,"Atlanta-Sandy Springs-Roswell, GA",34229,Cumming,0,2011_34229_0
GA,N,30308,190600,12060,32882.0,257309,Fulton,75 Fifth St NW Suite 900,2011,13121,190600,"Atlanta-Sandy Springs-Roswell, GA",26342,Atlanta,0,2011_26342_0
GA,NM,30143,190581,12060,80598.0,212733,Pickens,15 Mountainside Drive,2006,13227,190581,"Atlanta-Sandy Springs-Roswell, GA",35513,Jasper,0,2006_35513_0
GA,NM,31520,190335,15260,10471.0,203132,Glynn,1500 Newcastle St,2022,13127,129586,"Brunswick, GA",16283,Brunswick,0,2022_16283_0
GA,SB,30474,190256,0,42606.0,221330,Toombs,300 Jackson St,2022,13279,144020,,29772,Vidalia,0,2022_29772_0
GA,NM,30080,190054,12060,455603.0,224365,Cobb,4135 Atlanta Road,2013,13067,190054,"Atlanta-Sandy Springs-Roswell, GA",58533,Smyrna,0,2013_58533_0
GA,NM,30601,190033,12020,10956.0,373553,Clarke,300 College Avenue,2009,13059,94804,"Athens-Clarke County, GA",16858,Athens,0,2009_16858_0
GA,NM,31635,190003,46660,3897.0,226522,Lanier,110 Carter Street,2005,13173,105978,"Valdosta, GA",5716,Lakeland,0,2005_5716_0
GA,NM,31023,189722,0,559.0,212741,Dodge,130 Oak St,2022,13091,106754,,877,Eastman,0,2022_00877_0
GA,NM,30650,189611,12060,115.0,228986,Morgan,133 North Main Street,2009,13211,141917,"Atlanta-Sandy Springs-Roswell, GA",148,Madison,0,2009_148_0
GA,NM,30040,189482,12060,56988.0,213612,Forsyth,651 Veterans Memorial Boulevard,2007,13117,143541,"Atlanta-Sandy Springs-Roswell, GA",34229,Cumming,0,2007_34229_0
GA,NM,30342,189357,12060,455363.0,206250,Fulton,"3880 Roswell Road, NE",2013,13121,189357,"Atlanta-Sandy Springs-Roswell, GA",58523,Atlanta,0,2013_58523_0
GA,NM,30680,189247,12060,144.0,216982,Barrow,71 North Broad Street,2003,13013,141000,"Atlanta-Sandy Springs-Roswell, GA",182,Winder,0,2003_182_0
GA,NM,30097,189099,12060,78847.0,233853,Gwinnett,"6340 Sugarloaf Parkway, # 10",2005,13135,151796,"Atlanta-Sandy Springs-Roswell, GA",35379,Duluth,0,2005_35379_0
GA,NM,30040,189006,12060,56988.0,218031,Forsyth,651 Veterans Memorial Boulevard,2013,13117,130974,"Atlanta-Sandy Springs-Roswell, GA",34229,Cumming,0,2013_34229_0
GA,NM,30474,188865,0,9113.0,214440,Toombs,300 East First Street,2000,13279,151035,,14580,Vidalia,0,2000_14580_0
GA,NM,30458,188836,0,3889.0,261834,Bulloch,2 East Main Street,2003,13031,137283,,5707,Statesboro,0,2003_5707_0
GA,NM,30534,188824,12060,60637.0,236702,Dawson,6639 Highway 53 East,2004,13085,111532,"Atlanta-Sandy Springs-Roswell, GA",34578,Dawsonville,0,2004_34578_0
GA,NM,30458,188795,0,10802.0,226537,Bulloch,139 and 201 N. Main Street,2006,13031,138918,,16673,Statesboro,0,2006_16673_0
GA,NM,31024,188599,0,10364.0,212990,Putnam,209 S Jefferson Ave,2023,13237,131693,,16152,Eatonton,0,2023_16152_0
GA,NM,30458,188549,0,8875.0,215824,Bulloch,40 North Main Street,1996,13031,156550,,14215,Statesboro,0,1996_14215_0
GA,N,30117,188479,12060,10643.0,217646,Carroll,201 Maple Street,1998,13045,134876,"Atlanta-Sandy Springs-Roswell, GA",16480,Carrollton,0,1998_16480_0
GA,NM,30650,188446,12060,115.0,219038,Morgan,133 North Main Street,2018,13211,128572,"Atlanta-Sandy Springs-Roswell, GA",148,Madison,0,2018_148_0
GA,NM,31602,188309,46660,358181.0,209536,Lowndes,701 Wildwood Plantation Drive,2010,13185,125969,"Valdosta, GA",57127,Valdosta,0,2010_57127_0
GA,SA,30577,188298,0,42345.0,228014,Stephens,2859 Hwy 17,2009,13257,98670,,29511,Toccoa,0,2009_29511_0
GA,NM,30165,188246,40660,445530.0,240111,Floyd,228 North Second Avenue,2010,13115,188246,"Rome, GA",58289,Rome,0,2010_58289_0
GA,SB,30474,188114,0,42606.0,219911,Toombs,300 Jackson Street,2018,13279,142840,,29772,Vidalia,0,2018_29772_0
GA,NM,31021,188096,0,6431.0,229772,Laurens,125 West Jackson Street,1996,13175,34610,,10059,Dublin,0,1996_10059_0
GA,NM,30120,188091,12060,14867.0,211379,Bartow,301 East Church Street,2001,13015,171374,"Atlanta-Sandy Springs-Roswell, GA",21495,Cartersville,0,2001_21495_0
GA,N,30701,187993,0,61114.0,199419,Gordon,350 West Belmont Drive,2022,13129,137487,,34662,Calhoun,0,2022_34662_0
GA,NM,30650,187971,12060,115.0,226045,Morgan,133 North Main Street,2010,13211,131594,"Atlanta-Sandy Springs-Roswell, GA",148,Madison,0,2010_148_0
GA,N,31533,187870,0,47254.0,208046,Coffee,420 South Madison Avenue,2019,13069,130449,,33506,Douglas,0,2019_33506_0
GA,SM,31768,187751,0,1418.0,237740,Colquitt,201 First Street S. E.,2003,13071,168830,,2147,Moultrie,0,2003_2147_0
GA,NM,31721,187543,10500,438888.0,222409,Dougherty,2910 Meredyth Drive,2018,13095,187543,"Albany, GA",58074,Albany,0,2018_58074_0
GA,NM,30013,187520,12060,440158.0,211534,Rockdale,895 Iris Drive,2008,13247,138177,"Atlanta-Sandy Springs-Roswell, GA",58125,Conyers,0,2008_58125_0
GA,SM,31768,187385,0,1418.0,230385,Colquitt,201 First Street S. E.,2002,13071,169297,,2147,Moultrie,0,2002_2147_0
GA,N,39828,187374,0,80023.0,232673,Grady,722 N Broad St,2020,13131,187374,,35427,Cairo,0,2020_35427_0
GA,NM,31093,187292,47580,32033.0,206183,Houston,1444 Watson Boulevard,1999,13153,63492,"Warner Robins, GA",25804,Warner Robins,0,1999_25804_0
GA,NM,30427,187291,0,5915.0,209781,Tattnall,102 East Barnard Street,2013,13267,113706,,9244,Glennville,0,2013_9244_0
GA,NM,31313,187281,25980,155.0,220468,Liberty,300 South Main Street,2000,13179,122024,"Hinesville, GA",193,Hinesville,0,2000_193_0
GA,NM,31501,187227,0,39342.0,210915,Ware,501 Tebeau Street,2020,13299,187227,,27254,Waycross,0,2020_27254_0
GA,NM,30040,187226,12060,56988.0,232920,Forsyth,651 Veterans Memorial Boulevard,2009,13117,132445,"Atlanta-Sandy Springs-Roswell, GA",34229,Cumming,0,2009_34229_0
GA,SM,30263,187143,12060,77674.0,205449,Coweta,145 Millard Farmer Industria,2006,13077,127652,"Atlanta-Sandy Springs-Roswell, GA",35285,Newnan,0,2006_35285_0
GA,NM,31082,187120,0,1423.0,210777,Washington,216 N Harris St,2024,13303,187120,,2154,Sandersville,0,2024_2154_0
GA,NM,31014,187037,0,555.0,214656,Bleckley,112 E Beech Street,2011,13023,95810,,872,Cochran,0,2011_872_0
GA,SA,30642,187016,0,10593.0,223335,Greene,200 Northeast Street,2008,13133,98204,,16418,Greensboro,0,2008_16418_0
GA,N,30084,187010,12060,39561.0,240642,DeKalb,5100 Lavista Road,2002,13089,149192,"Atlanta-Sandy Springs-Roswell, GA",27317,Tucker,0,2002_27317_0
GA,NM,31082,186957,0,1423.0,207408,Washington,216 North Harris Street,2020,13303,186957,,2154,Sandersville,0,2020_2154_0
GA,SB,30014,186895,12060,42344.0,224097,Newton,3175 Highway 278,2013,13217,129923,"Atlanta-Sandy Springs-Roswell, GA",29510,Covington,0,2013_29510_0
GA,NM,30165,186885,40660,445530.0,208093,Floyd,228 North Second Avenue,2021,13115,186885,"Rome, GA",58289,Rome,0,2021_58289_0
GA,NM,30529,186873,0,445606.0,202677,Jackson,1731 N Elm St,2016,13157,186873,,58294,Commerce,0,2016_58294_0
GA,SA,30004,186846,12060,45409.0,246336,Fulton,"950 North Point Parkway, Suite 350",1998,13121,186846,"Atlanta-Sandy Springs-Roswell, GA",32575,Alpharetta,0,1998_32575_0
GA,N,30090,186753,12060,61818.0,206978,Cobb,200 Cherokee Street,2004,13067,155525,"Atlanta-Sandy Springs-Roswell, GA",34855,Marietta,0,2004_34855_0
GA,N,30529,186639,0,1402.0,214999,Jackson,1731 North Elm Street,2002,13157,55353,,2127,Commerce,0,2002_2127_0
GA,SM,31768,186609,0,1418.0,222152,Colquitt,"201 First Street, S.E.",1999,13071,153403,,2147,Moultrie,0,1999_2147_0
GA,NM,30241,186602,0,462440.0,209366,Troup,101 Calumet Center Road,2018,13285,128872,,58670,Lagrange,0,2018_58670_0
GA,NM,30141,186577,12060,38996.0,231957,Paulding,3844 Atlanta Highway,2005,13223,124032,"Atlanta-Sandy Springs-Roswell, GA",27163,Hiram,0,2005_27163_0
GA,NM,30233,186570,12060,13053.0,213058,Butts,210 South Oak Street,2001,13035,110418,"Atlanta-Sandy Springs-Roswell, GA",19237,Jackson,0,2001_19237_0
GA,NM,30650,186564,12060,115.0,218125,Morgan,133 North Main Street,2006,13211,149756,"Atlanta-Sandy Springs-Roswell, GA",148,Madison,0,2006_148_0
GA,SA,31792,186515,0,42165.0,215516,Thomas,131 S. Dawson St.,1998,13275,172051,,29331,Thomasville,0,1998_29331_0
GA,NM,31632,186465,46660,7676.0,203725,Lowndes,120 W Main St,2025,13185,69297,"Valdosta, GA",12079,Hahira,0,2025_12079_0
GA,NM,30305,186311,12060,449789.0,229858,Fulton,"3565 Piedmont Road, Building Three, Suite 210",2014,13121,164688,"Atlanta-Sandy Springs-Roswell, GA",58380,Atlanta,0,2014_58380_0
GA,SM,31768,186306,0,1418.0,229098,Colquitt,201 First Street S. E.,2000,13071,171231,,2147,Moultrie,0,2000_2147_0
GA,NM,30180,186144,12060,57154.0,227982,Carroll,1849 Carrollton Villa Rica H,2005,13045,67982,"Atlanta-Sandy Springs-Roswell, GA",34391,Villa Rica,0,2005_34391_0
GA,NM,30736,186114,16860,5917.0,215244,Catoosa,State Highway 151 and Robin Road,1996,13047,96899,"Chattanooga, TN-GA",9246,Ringgold,0,1996_9246_0
GA,NM,30309,185964,12060,444131.0,249249,Fulton,"1180 Peachtree Street, Ne, Suite 2610",2009,13121,185964,"Atlanta-Sandy Springs-Roswell, GA",58238,Atlanta,0,2009_58238_0
GA,NM,30134,185922,12060,14982.0,205533,Douglas,6157 Fairburn Road,2003,13097,100093,"Atlanta-Sandy Springs-Roswell, GA",21649,Douglasville,0,2003_21649_0
GA,NM,31082,185909,0,13223.0,229718,Washington,132 South Harris Street,2012,13303,135782,,19420,Sandersville,0,2012_19420_0
GA,NM,30553,185798,0,10018.0,209785,Franklin,69 Augusta Road,2000,13119,48735,,15771,Lavonia,0,2000_15771_0
GA,NM,31709,185771,0,9782.0,220790,Sumter,119 Lee Street,2009,13261,134463,,15477,Americus,0,2009_15477_0
GA,SA,30309,185758,12060,45196.0,249565,Fulton,"1349 W. Peachtree St., Suite 100",2010,13121,104568,"Atlanta-Sandy Springs-Roswell, GA",32362,Atlanta,0,2010_32362_0
GA,NM,30143,185691,12060,10436.0,202733,Pickens,100 Mark Whitfield Street,2001,13227,185691,"Atlanta-Sandy Springs-Roswell, GA",16240,Jasper,0,2001_16240_0
GA,SM,30097,185680,12060,59067.0,210807,Fulton,9570 Medlock Bridge Road,2003,13121,115185,"Atlanta-Sandy Springs-Roswell, GA",34559,Duluth,0,2003_34559_0
GA,SA,30240,185600,0,42761.0,261163,Troup,101 North Greenwood St,1998,13285,161324,,29927,LA Grange,0,1998_29927_0
GA,NM,30004,185522,12060,32082.0,201301,Fulton,300 South Main Street,2000,13121,107555,"Atlanta-Sandy Springs-Roswell, GA",25847,Alpharetta,0,2000_25847_0
GA,SM,30328,185363,12060,32614.0,203359,Fulton,"6637 Roswell Road, N.E.",1995,13121,116313,"Atlanta-Sandy Springs-Roswell, GA",26258,Atlanta,0,1995_26258_0
GA,NM,30427,185326,0,5915.0,209359,Tattnall,102 East Barnard Street,2015,13267,113977,,9244,Glennville,0,2015_9244_0
GA,N,30701,185303,0,1397.0,211261,Gordon,215 North Wall Street,1998,13129,116422,,2122,Calhoun,0,1998_2122_0
GA,NM,30161,185299,40660,40631.0,234534,Floyd,701 Broad Street,2002,13115,137329,"Rome, GA",27797,Rome,0,2002_27797_0
GA,NM,30340,185273,12060,441400.0,252225,DeKalb,5441 Buford Highway,2008,13089,124557,"Atlanta-Sandy Springs-Roswell, GA",58181,Doraville,0,2008_58181_0
GA,NM,31022,185156,0,5804.0,209244,Laurens,1448 Second Street,2016,13175,35240,,9068,Dudley,0,2016_9068_0
GA,NM,30427,184907,0,5915.0,209423,Tattnall,102 East Barnard Street,2014,13267,112583,,9244,Glennville,0,2014_9244_0
GA,NM,31324,184842,42340,45610.0,221935,Bryan,9971 Ford Avenue,2008,13029,184842,"Savannah, GA",32744,Richmond Hill,0,2008_32744_0
GA,NM,30117,184819,12060,10736.0,210544,Carroll,115 College Street,1994,13045,54270,"Atlanta-Sandy Springs-Roswell, GA",16591,Carrollton,0,1994_16591_0
GA,SB,31603,184801,46660,10440.0,228385,Lowndes,3462 North Valdosta Road,2017,13185,77126,"Valdosta, GA",16246,Valdosta,0,2017_16246_0
GA,NM,31014,184772,0,555.0,220957,Bleckley,112 E Beech Street,2010,13023,98173,,872,Cochran,0,2010_872_0
GA,NM,31069,184704,47580,38560.0,222258,Houston,1208 Washington Street,2005,13153,102911,"Warner Robins, GA",27048,Perry,0,2005_27048_0
GA,NM,30092,184692,12060,45602.0,256117,Gwinnett,"3320 Holcomb Bridge Road, Northwest, Ste. A",2001,13135,184692,"Atlanta-Sandy Springs-Roswell, GA",32736,Norcross,0,2001_32736_0
GA,NM,30721,184646,19140,56259.0,208088,Whitfield,118 North Hamilton Street,2015,13313,131820,"Dalton, GA",34116,Dalton,0,2015_34116_0
GA,NM,31632,184570,46660,7676.0,196606,Lowndes,120 W Main St,2022,13185,64325,"Valdosta, GA",12079,Hahira,0,2022_12079_0
GA,NM,30501,184563,23580,38990.0,220899,Hall,500 Jesse Jewell Parkway S.E.,1999,13139,141137,"Gainesville, GA",27158,Gainesville,0,1999_27158_0
GA,NM,30518,184518,12060,32024.0,200524,Gwinnett,1899 Buford Highway,1999,13135,170658,"Atlanta-Sandy Springs-Roswell, GA",25795,Buford,0,1999_25795_0
GA,NM,30180,184516,12060,57154.0,224540,Carroll,1849 Carrollton Villa Rica Highway,2008,13045,52457,"Atlanta-Sandy Springs-Roswell, GA",34391,Villa Rica,0,2008_34391_0
GA,NM,30401,184463,0,7209.0,213576,Emanuel,121 North Main Street,2019,13107,103356,,11295,Swainsboro,0,2019_11295_0
GA,SB,31603,184294,46660,10440.0,231592,Lowndes,3462 North Valdosta Road,2016,13185,80183,"Valdosta, GA",16246,Valdosta,0,2016_16246_0
GA,NM,30135,184293,12060,461684.0,211296,Douglas,9340 The Landing Drive,2014,13097,114684,"Atlanta-Sandy Springs-Roswell, GA",58653,Douglasville,0,2014_58653_0
GA,N,30529,184284,0,1402.0,190604,Jackson,1731 North Elm Street,2006,13157,66223,,2127,Commerce,0,2006_2127_0
