date,value,vintage_date,realtime_start,realtime_end
2023-01-01,805397.2,2024-03-29,2024-03-29,2024-03-29
2023-01-01,805397.2,2024-05-23,2024-05-23,2024-05-23
2023-01-01,831827.7,2024-09-27,2024-09-27,2024-09-27
2023-01-01,831827.7,2025-03-28,2025-03-28,2025-03-28
2024-01-01,882534.5,2025-03-28,2025-03-28,2025-03-28
2023-01-01,835755.3,2025-09-26,2025-09-26,2025-09-26
2024-01-01,881508.2,2025-09-26,2025-09-26,2025-09-26
